,sr_,degree_1,degree_1_specializations,campus,key_skills
670,1671,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['C', 'JAVA']"
671,1672,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['C', 'JAVA']"
672,1673,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['C', 'JAVA']"
673,1674,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
674,1675,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
675,1676,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
676,1677,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
677,1678,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
678,1679,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
679,1680,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
680,1681,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
681,1682,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
682,1683,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
683,1684,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
684,1685,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
685,1686,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['EmbeddedC', ' MATLAB', ' C ']"
686,1687,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' C ']"
687,1688,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
688,1689,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
689,1690,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
690,1691,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
691,1692,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' C ']"
692,1693,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
693,1694,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
694,1695,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
695,1696,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
696,1697,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
697,1698,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
698,1699,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
699,1700,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
700,1701,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
701,1702,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
702,1703,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['CPPProgramming', ' Core JAVA', ' CProgramming', ' MySql']"
703,1704,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
704,1705,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
705,1706,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
706,1707,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
707,1708,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
708,1709,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
709,1710,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
710,1711,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
711,1712,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
712,1713,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
713,1714,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
714,1715,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
715,1716,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
716,1717,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
717,1718,"['B', 'E', '']",Computer Science  Engineering,MITAOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
718,1719,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
719,1720,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['Java', ' JavasCript', ' CPP', ' Laravel Phpframework  ', ' HTML', ' Android', ' php', ' CSS']"
720,1721,"['B', 'E', '']",Computer Science  Engineering,MITCOE,"['C', ' Java', ' CPP', ' HTML', ' CMStool', ' MYSQL']"
721,1722,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
722,1723,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
723,1724,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
724,1725,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' MySQL']"
725,1726,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
726,1727,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
727,1728,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
728,1729,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
729,1730,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
730,1731,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
731,1732,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
732,1733,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
733,1734,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
734,1735,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
735,1736,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
736,1737,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
737,1738,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
738,1739,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
739,1740,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
740,1741,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
741,1742,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
742,1743,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
743,1744,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
744,1745,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
745,1746,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC', ' MATLAB', ' Cprogramming', ' Keil']"
746,1747,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' bas', ' MySQL']"
747,1748,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
748,1749,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
749,1750,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
750,1751,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
751,1752,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
752,1753,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
753,1754,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
754,1755,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
755,1756,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
756,1757,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
757,1758,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
758,1759,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['AmazonWebServiCes', ' C CPP', ' Arduino', ' MongoDB', ' Linux', ' Golang', 'Microcontrollers', ' Gobot', ' InternetofThings', ' MATLAB', ' SQL', ' PHP']"
759,1760,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
760,1761,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
761,1762,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['EAGLE', ' MiCrosoftoffiCe', ' ProgrammingLanguageCCPP', ' SimulationSoftwareProteusMultisem', ' Goodorganizingskills', ' MATLAB', ' MySQL']"
762,1763,"['B', 'E', '']",Mechanical,MITAOE,['CATIA']
763,1764,"['B', 'E', '']",Mechanical,MITCOE,['CATIA']
764,1765,"['B', 'E', '']",Mechanical,MITCOE,['CATIA']
765,1766,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
766,1767,"['B', 'E', '']",Mechanical,MITAOE,['AUTOCAD']
767,1768,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
768,1769,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
769,1770,"['B', 'E', '']",Mechanical,MITAOE,['AUTOCAD']
770,1771,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
771,1772,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
772,1773,"['B', 'E', '']",Mechanical,MITAOE,['CATIA']
773,1774,"['B', 'E', '']",Mechanical,MITAOE,['CATIA']
774,1775,"['B', 'E', '']",Mechanical,MITAOE,"['CAD', 'CAM']"
775,1776,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
776,1777,"['B', 'E', '']",Mechanical,MITCOE,['AUTOCAD']
777,1778,"['B', 'E', '']",Mechanical,MITCOE,['AUTOCAD']
778,1779,"['B', 'E', '']",Mechanical,MITAOE,"['CAD', 'CAM']"
779,1780,"['B', 'E', '']",Mechanical,MITAOE,"['CAD', 'CAM']"
780,1781,"['B', 'E', '']",Mechanical,MITAOE,['AUTOCAD']
781,1782,"['B', 'E', '']",Mechanical,MITCOE,"['ProE', 'CATIA']"
782,1783,"['B', 'E', '']",Mechanical,MITAOE,"['ProE', 'CATIA']"
783,1784,"['B', 'E', '']",Mechanical,MITCOE,"['AutoCAD', ' PROE']"
784,1785,"['B', 'E', '']",Mechanical,MITCOE,"['AutoCAD', ' PROE']"
785,1786,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
786,1787,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
787,1788,"['B', 'E', '']",Mechanical,MITCOE,['CATIA']
788,1789,"['B', 'E', '']",Mechanical,MITAOE,['CATIA']
789,1790,"['B', 'E', '']",Mechanical,MITCOE,['CATIA']
790,1791,"['B', 'E', '']",Mechanical,MITAOE,['CATIA']
791,1792,"['B', 'E', '']",Mechanical,MITCOE,['CATIA']
792,1793,"['B', 'E', '']",Mechanical,MITAOE,['AUTOCAD']
793,1794,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
794,1795,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
795,1796,"['B', 'E', '']",Mechanical,MITCOE,"['ProE', 'CATIA']"
796,1797,"['B', 'E', '']",Mechanical,MITCOE,"['ProE', 'CATIA']"
797,1798,"['B', 'E', '']",Mechanical,MITCOE,"['ProE', 'CATIA']"
798,1799,"['B', 'E', '']",Mechanical,MITAOE,"['ProE', 'CATIA']"
799,1800,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
800,1801,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
801,1802,"['B', 'E', '']",Mechanical,MITAOE,"['CAD', 'CAM']"
802,1803,"['B', 'E', '']",Mechanical,MITAOE,"['CAD', 'CAM']"
803,1804,"['B', 'E', '']",Mechanical,MITAOE,['AUTOCAD']
804,1805,"['B', 'E', '']",Mechanical,MITCOE,"['ProE', 'CATIA']"
805,1806,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
806,1807,"['B', 'E', '']",Electronics  Telecommunication Engineering,MIT  WPU,"['LoRateChnology', ' C', ' MathematiCaltoolMATLAB', ' basiCsofEmbeddedCPython', ' VHDL', ' platformWindowsandUNIX', ' EDATOOLMentorGraphiCs', ' PspiCe', ' ARM7', ' Python', ' Windows']"
807,1808,"['B', 'E', '']",Mechanical,MITCOE,['CATIA']
808,1809,"['B', 'E', '']",Mechanical,MITAOE,['CATIA']
809,1810,"['B', 'E', '']",Mechanical,MITAOE,['CATIA']
810,1811,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
811,1812,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
812,1813,"['B', 'E', '']",Mechanical,MITCOE,"['AutoCAD', ' PROE']"
813,1814,"['B', 'E', '']",Mechanical,MITAOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
814,1815,"['B', 'E', '']",Mechanical,MITAOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
815,1816,"['B', 'E', '']",Mechanical,MITCOE,['CATIA']
816,1817,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
817,1818,"['B', 'E', '']",Mechanical,MITCOE,"['CAD', 'CAM']"
818,1819,"['B', 'E', '']",Mechanical,MITAOE,"['CAD', 'CAM']"
819,1820,"['B', 'E', '']",Mechanical,MITAOE,"['ProE', 'CATIA']"
820,1821,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
821,1822,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
822,1823,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
823,1824,"['B', 'E', '']",Mechanical,MITCOE,"['AutoCAD', ' PROE']"
824,1825,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
825,1826,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
826,1827,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
827,1828,"['B', 'E', '']",Mechanical,MITAOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
828,1829,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
829,1830,"['B', 'E', '']",Mechanical,MITAOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
830,1831,"['B', 'E', '']",Mechanical,MITAOE,"['ProE', 'CATIA']"
831,1832,"['B', 'E', '']",Mechanical,MITCOE,"['AutoCAD', ' PROE']"
832,1833,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
833,1834,"['B', 'E', '']",Mechanical,MITCOE,"['AutoCAD', ' PROE']"
834,1835,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
835,1836,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
836,1837,"['B', 'E', '']",Mechanical,MITAOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
837,1838,"['B', 'E', '']",Mechanical,MITAOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
838,1839,"['B', 'E', '']",Civil Engineering,MITAOE,"['MSCIT', ' Leadership', ' AUTOCAD']"
839,1840,"['B', 'E', '']",Civil Engineering,MITCOE,"['MSCIT', ' Leadership', ' AUTOCAD']"
840,1841,"['B', 'E', '']",Mechanical,MITCOE,"['AutoCAD', ' PROE']"
841,1842,"['B', 'E', '']",Mechanical,MITAOE,"['AutoCAD', ' PROE']"
842,1843,"['B', 'E', '']",Mechanical,MITCOE,"['AutoCAD', ' PROE']"
843,1844,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
844,1845,"['B', 'E', '']",Mechanical,MITAOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
845,1846,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
846,1847,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
847,1848,"['B', 'E', '']",Mechanical,MITAOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
848,1849,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
849,1850,"['B', 'E', '']",Mechanical,MITCOE,"['SOLIDWORKS', ' AUTOCAD', ' CREO']"
850,1851,"['B', 'E', '']",Civil Engineering,MITCOE,"['MSCIT', ' Leadership', ' AUTOCAD']"
851,1852,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITCOE,"['C', 'JAVA']"
852,1853,"['B', 'E', '']",Electronics  Telecommunication Engineering,MITAOE,"['C', 'JAVA']"
853,1854,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['C', 'JAVA']"
854,1855,"['B', 'E', '']",Electronics  Telecommunication Engineering,"MIT,Pune","['C', 'JAVA']"
855,1856,"['B', 'E', '']",Civil Engineering,MITCOE,"['MSCIT', ' Leadership', ' AUTOCAD']"
856,1857,"['B', 'E', '']",Civil Engineering,MITCOE,"['MSCIT', ' Leadership', ' AUTOCAD']"
