,sr_,degree_1,degree_1_specializations,campus,key_skills,key_skills_str
1000,2001,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1001,2002,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1002,2003,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1003,2004,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1004,2005,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1005,2006,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
1006,2007,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
1007,2008,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
1008,2009,B.E.,Computer Science & Engineering,MITCOE,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
1009,2010,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1010,2011,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1011,2012,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1012,2013,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1013,2014,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1014,2015,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
1015,2016,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1016,2017,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1017,2018,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
1018,2019,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1019,2020,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1020,2021,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1021,2022,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
1022,2023,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
1023,2024,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
1024,2025,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
1025,2026,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1026,2027,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
1027,2028,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1028,2029,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
1029,2030,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
1030,2031,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
1031,2032,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
1032,2033,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1033,2034,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
1034,2035,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
1035,2036,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1036,2037,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
1037,2038,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
1038,2039,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1039,2040,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1040,2041,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
1041,2042,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
1042,2043,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1043,2044,B.E.,Mechanical,MITAOE,['AUTOCAD'],AUTOCAD
1044,2045,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1045,2046,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1046,2047,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1047,2048,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1048,2049,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1049,2050,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1050,2051,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1051,2052,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1052,2053,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1053,2054,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1054,2055,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1055,2056,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1056,2057,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1057,2058,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1058,2059,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1059,2060,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1060,2061,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1061,2062,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1062,2063,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1063,2064,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1064,2065,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1065,2066,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1066,2067,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
1067,2068,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
1068,2069,B.E.,Mechanical,MITAOE,['CATIA'],CATIA
1069,2070,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1070,2071,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1071,2072,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1072,2073,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
1073,2074,B.E.,Mechanical,MITAOE,['AUTOCAD'],AUTOCAD
1074,2075,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1075,2076,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1076,2077,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1077,2078,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1078,2079,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1079,2080,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1080,2081,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1081,2082,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1082,2083,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1083,2084,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1084,2085,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1085,2086,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1086,2087,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1087,2088,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1088,2089,B.E.,Mechanical,MITAOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1089,2090,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1090,2091,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
1091,2092,B.E.,Mechanical,MITCOE,['CATIA'],CATIA
1092,2093,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
1093,2094,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1094,2095,B.E.,Mechanical,MITAOE,"['CAD,CAM']","CAD,CAM"
1095,2096,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1096,2097,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1097,2098,B.E.,Civil Engineering,MITAOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1098,2099,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1099,2100,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,JAVA']","C,JAVA"
1100,2101,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1101,2102,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1102,2103,B.E.,Mechanical,MITCOE,"['CAD,CAM']","CAD,CAM"
1103,2104,B.E.,Mechanical,MITCOE,['AUTOCAD'],AUTOCAD
1104,2105,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1105,2106,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1106,2107,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1107,2108,B.E.,Mechanical,MITAOE,"['ProE,CATIA']","ProE,CATIA"
1108,2109,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1109,2110,B.E.,Mechanical,MITCOE,"['ProE,CATIA']","ProE,CATIA"
1110,2111,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1111,2112,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1112,2113,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1113,2114,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1114,2115,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,JAVA']","C,JAVA"
1115,2116,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,JAVA']","C,JAVA"
1116,2117,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,JAVA']","C,JAVA"
1117,2118,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['C,JAVA']","C,JAVA"
1118,2119,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,PCB design']","C,PCB design"
1119,2120,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['C,PCB design']","C,PCB design"
1120,2121,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1121,2122,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1122,2123,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1123,2124,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1124,2125,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1125,2126,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['C,PCB design']","C,PCB design"
1126,2127,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,PCB design']","C,PCB design"
1127,2128,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,PCB design']","C,PCB design"
1128,2129,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,PCB design']","C,PCB design"
1129,2130,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,PCB design']","C,PCB design"
1130,2131,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,PCB design']","C,PCB design"
1131,2132,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,PCB design']","C,PCB design"
1132,2133,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['C,PCB design']","C,PCB design"
1133,2134,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
1134,2135,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1135,2136,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1136,2137,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1137,2138,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1138,2139,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
1139,2140,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1140,2141,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1141,2142,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1142,2143,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1143,2144,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1144,2145,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1145,2146,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1146,2147,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1147,2148,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1148,2149,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1149,2150,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1150,2151,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1151,2152,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
1152,2153,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1153,2154,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1154,2155,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1155,2156,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1156,2157,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1157,2158,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1158,2159,B.E.,Mechanical,MITCOE,"['AutoCAD, PROE']","AutoCAD, PROE"
1159,2160,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1160,2161,B.E.,Electronics  Telecommunication Engineering,MITCOE,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
1161,2162,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1162,2163,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1163,2164,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, CMStool, MYSQL']","EmbeddedC, CMStool, MYSQL"
1164,2165,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
1165,2166,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1166,2167,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1167,2168,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1168,2169,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1169,2170,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,JAVA']","C,JAVA"
1170,2171,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1171,2172,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1172,2173,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
1173,2174,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C "
1174,2175,B.E.,Computer Science & Engineering,MITAOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
1175,2176,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1176,2177,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1177,2178,B.E.,Mechanical,MITAOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1178,2179,B.E.,Mechanical,MITCOE,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO"
1179,2180,B.E.,Civil Engineering,MITCOE,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD"
1180,2181,B.E.,Computer Science & Engineering,MITCOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
1181,2182,B.E.,Computer Science & Engineering,MITCOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
1182,2183,B.E.,Computer Science & Engineering,MITAOE,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql"
1183,2184,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
1184,2185,B.E.,Electronics  Telecommunication Engineering,"MIT,Pune","['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil"
1185,2186,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,JAVA']","C,JAVA"
1186,2187,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"['C,JAVA']","C,JAVA"
1187,2188,B.E.,Electronics  Telecommunication Engineering,MITAOE,"['C,PCB design']","C,PCB design"
1188,2189,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1189,2190,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1190,2191,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1191,2192,B.E.,Computer Science & Engineering,MITAOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
1192,2193,B.E.,Computer Science & Engineering,MITCOE,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL"
